1.25879;1.25873;1.25879;1.25873
1.25871;1.25877;1.25878;1.25871
1.25878;1.25871;1.25878;1.25871
1.25869;1.25875;1.25875;1.25869
1.25881;1.25871;1.25883;1.25869
1.2588;1.25883;1.25891;1.2588
1.25895;1.2589;1.25895;1.2589
1.25898;1.25896;1.25898;1.25893
1.25899;1.25902;1.25903;1.25899
1.25911;1.25901;1.25911;1.25899
1.25902;1.25904;1.25906;1.25902
1.25891;1.25902;1.25907;1.25891
1.25888;1.2589;1.25891;1.25885
1.25887;1.25888;1.25891;1.25885
1.25882;1.2589;1.2589;1.25881
1.2588;1.25881;1.25882;1.25878
1.2588;1.25878;1.2588;1.25878
1.25878;1.25879;1.25882;1.25877
1.25876;1.2588;1.25882;1.25876
1.25874;1.25878;1.25878;1.25873
1.25869;1.25872;1.25873;1.25869
1.25865;1.2587;1.2587;1.25853
1.25866;1.25867;1.25869;1.25864
1.25865;1.25863;1.25866;1.2586
1.25872;1.25864;1.25872;1.2586
1.25875;1.25872;1.25876;1.25872
1.25876;1.25874;1.25884;1.25874
1.25868;1.25872;1.25873;1.25861
1.25872;1.25866;1.25873;1.25865
1.25877;1.25873;1.25878;1.25871
1.25872;1.25875;1.25877;1.25871
1.25869;1.25873;1.25873;1.25868
1.25871;1.25868;1.25873;1.25867
1.25859;1.2588;1.2588;1.25859
1.25868;1.25863;1.25871;1.2586
1.25867;1.25871;1.25871;1.25863
1.25865;1.25864;1.25865;1.25863
1.25866;1.25863;1.25873;1.25863
1.25873;1.25864;1.25878;1.25863
1.25883;1.25863;1.25888;1.25863
1.25894;1.25883;1.25894;1.25874
1.25903;1.25894;1.25903;1.2589
1.25906;1.25901;1.25906;1.25901
1.25908;1.25903;1.25908;1.25903
1.25907;1.25906;1.25907;1.25905
1.25913;1.25909;1.25915;1.25902
1.25912;1.25912;1.25914;1.25911
1.25914;1.25911;1.25914;1.25911
1.25908;1.25915;1.25915;1.25901
1.25913;1.25908;1.25913;1.25908
1.25909;1.25912;1.25914;1.25909
1.25884;1.25907;1.25911;1.25884
1.25898;1.25893;1.25899;1.25891
1.25907;1.25896;1.25907;1.25889
1.2591;1.25911;1.25919;1.2591
